Location,Time,PopMale,PopFemale,PopTotal,PopDensity
afg,1998,10184.272,9553.498,19737.77,30.233
afg,1999,10386.589,9784.258,20170.847,30.896
afg,2000,10689.508,10090.449,20779.957,31.829
afg,2001,11117.754,10489.238,21606.992,33.096
afg,2002,11642.106,10958.668,22600.774,34.618
afg,2003,12214.634,11466.237,23680.871,36.273
afg,2004,12763.726,11962.963,24726.689,37.874
afg,2005,13239.684,12414.59,25654.274,39.295
afg,2006,13623.896,12809.162,26433.058,40.488
afg,2007,13938.97,13161.572,27100.542,41.51
afg,2008,14225.725,13496.556,27722.281,42.463
afg,2009,14544.055,13850.751,28394.806,43.493
afg,2010,14935.756,14249.755,29185.511,44.704
afg,2011,15415.361,14702.05,30117.411,46.131
afg,2012,15964.874,15196.504,31161.378,47.731
afg,2013,16554.278,15715.314,32269.592,49.428
afg,2014,17138.803,16232.001,33370.804,51.115
afg,2015,17686.166,16727.437,34413.603,52.712
afg,2016,18186.994,17196.034,35383.028,54.197
afg,2017,18651.985,17644.126,36296.111,55.596
afg,2018,19093.043,18078.879,37171.922,56.937
afg,2019,19529.727,18512.03,38041.757,58.269
afg,2020,19976.265,18952.076,38928.341,59.627
afg,2021,20434.981,19400.447,39835.428,61.017
afg,2022,20900.542,19853.843,40754.385,62.424
alb,1998,1555.189,1555.51,3110.699,113.529
alb,1999,1572.74,1549.96,3122.7,113.967
alb,2000,1583.506,1545.74,3129.246,114.206
alb,2001,1586.178,1543.523,3129.701,114.223
alb,2002,1582.936,1543.247,3126.183,114.094
alb,2003,1574.841,1543.176,3118.017,113.796
alb,2004,1563.966,1540.927,3104.893,113.317
alb,2005,1551.975,1534.835,3086.81,112.657
alb,2006,1538.721,1524.3,3063.021,111.789
alb,2007,1523.893,1510.1,3033.993,110.73
alb,2008,1508.919,1493.764,3002.683,109.587
alb,2009,1495.558,1477.486,2973.044,108.505
alb,2010,1485.068,1462.961,2948.029,107.592
alb,2011,1478.059,1450.542,2928.601,106.883
alb,2012,1474.211,1439.88,2914.091,106.354
alb,2013,1472.67,1431.118,2903.788,105.978
alb,2014,1472.095,1424.212,2896.307,105.705
alb,2015,1471.456,1419.068,2890.524,105.494
alb,2016,1470.548,1415.879,2886.427,105.344
alb,2017,1469.588,1414.581,2884.169,105.262
alb,2018,1468.376,1414.359,2882.735,105.209
alb,2019,1466.785,1414.128,2880.913,105.143
alb,2020,1464.714,1413.086,2877.8,105.029
alb,2021,1462.011,1410.923,2872.934,104.852
alb,2022,1458.612,1407.766,2866.378,104.612
dza,1998,15299.817,14892.933,30192.75,12.677
dza,1999,15519.655,15103.751,30623.406,12.858
dza,2000,15731.099,15311.139,31042.238,13.033
dza,2001,15935.089,15516.424,31451.513,13.205
dza,2002,16134.005,15721.105,31855.11,13.375
dza,2003,16333.986,15930.173,32264.159,13.546
dza,2004,16542.653,16149.5,32692.153,13.726
dza,2005,16766.027,16383.693,33149.72,13.918
dza,2006,17006.259,16634.748,33641.007,14.125
dza,2007,17263.894,16903.082,34166.976,14.345
dza,2008,17541.178,17189.426,34730.604,14.582
dza,2009,17840.024,17493.858,35333.882,14.835
dza,2010,18161.36,17816.091,35977.451,15.106
dza,2011,18505.611,18155.827,36661.438,15.393
dza,2012,18871.563,18512.336,37383.899,15.696
dza,2013,19256.116,18884.019,38140.135,16.014
dza,2014,19654.929,19268.759,38923.688,16.343
dza,2015,20063.891,19664.129,39728.02,16.68
dza,2016,20481.901,20069.497,40551.398,17.026
dza,2017,20906.756,20482.418,41389.174,17.378
dza,2018,21331.993,20896.422,42228.415,17.73
dza,2019,21749.666,21303.388,43053.054,18.076
dza,2020,22153.808,21697.235,43851.043,18.411
dza,2021,22541.461,22075.165,44616.626,18.733
dza,2022,22912.687,22437.454,45350.141,19.041
wsm,1998,,,56.18,280.9
wsm,1999,,,57.049,285.245
wsm,2000,,,57.816,289.08
wsm,2001,,,58.496,292.48
wsm,2002,,,59.077,295.385
wsm,2003,,,59.495,297.475
wsm,2004,,,59.684,298.42
wsm,2005,,,59.557,297.785
wsm,2006,,,59.109,295.545
wsm,2007,,,58.367,291.835
wsm,2008,,,57.49,287.45
wsm,2009,,,56.675,283.375
wsm,2010,,,56.084,280.42
wsm,2011,,,55.755,278.775
wsm,2012,,,55.669,278.345
wsm,2013,,,55.717,278.585
wsm,2014,,,55.791,278.955
wsm,2015,,,55.806,279.03
wsm,2016,,,55.739,278.695
wsm,2017,,,55.617,278.085
wsm,2018,,,55.461,277.305
wsm,2019,,,55.312,276.56
wsm,2020,,,55.197,275.985
wsm,2021,,,55.103,275.515
wsm,2022,,,55.032,275.16
and,1998,,,64.14,136.468
and,1999,,,64.368,136.953
and,2000,,,65.39,139.128
and,2001,,,67.344,143.285
and,2002,,,70.048,149.038
and,2003,,,73.18,155.702
and,2004,,,76.25,162.234
and,2005,,,78.871,167.811
and,2006,,,80.995,172.33
and,2007,,,82.682,175.919
and,2008,,,83.86,178.426
and,2009,,,84.461,179.704
and,2010,,,84.454,179.689
and,2011,,,83.748,178.187
and,2012,,,82.427,175.377
and,2013,,,80.77,171.851
and,2014,,,79.213,168.538
and,2015,,,77.993,165.943
and,2016,,,77.295,164.457
and,2017,,,76.997,163.823
and,2018,,,77.008,163.847
and,2019,,,77.146,164.14
and,2020,,,77.265,164.394
and,2021,,,77.354,164.583
and,2022,,,77.46,164.809
ago,1998,7649.743,7709.857,15359.6,12.32
ago,1999,7897.055,7969.816,15866.871,12.727
ago,2000,8155.019,8240.458,16395.477,13.151
ago,2001,8423.958,8521.795,16945.753,13.592
ago,2002,8704.663,8814.755,17519.418,14.053
ago,2003,8999.242,9122.235,18121.477,14.536
ago,2004,9310.252,9447.886,18758.138,15.046
ago,2005,9639.47,9794.134,19433.604,15.588
ago,2006,9987.68,10162.225,20149.905,16.163
ago,2007,10354.34,10551.02,20905.36,16.769
ago,2008,10738.13,10957.506,21695.636,17.402
ago,2009,11137.01,11377.265,22514.275,18.059
ago,2010,11549.277,11806.97,23356.247,18.734
ago,2011,11974.824,12245.836,24220.66,19.428
ago,2012,12413.552,12694.373,25107.925,20.14
ago,2013,12863.801,13151.985,26015.786,20.868
ago,2014,13323.488,13618.285,26941.773,21.61
ago,2015,13791.244,14093.136,27884.38,22.367
ago,2016,14266.355,14576.127,28842.482,23.135
ago,2017,14749.319,15067.45,29816.769,23.917
ago,2018,15241.459,15568.328,30809.787,24.713
ago,2019,15744.779,16080.52,31825.299,25.528
ago,2020,16260.87,16605.398,32866.268,26.363
ago,2021,16790.14,17143.471,33933.611,27.219
ago,2022,17332.521,17694.819,35027.34,28.096
arg,1998,17516.475,18546.976,36063.451,13.178
arg,1999,17703.778,18763.44,36467.218,13.325
arg,2000,17894.725,18976.071,36870.796,13.473
arg,2001,18090.636,19185.008,37275.644,13.621
arg,2002,18290.786,19390.957,37681.743,13.769
arg,2003,18493.545,19594.321,38087.866,13.917
arg,2004,18696.321,19795.649,38491.97,14.065
arg,2005,18897.365,19995.559,38892.924,14.212
arg,2006,19095.976,20193.9,39289.876,14.357
arg,2007,19293.169,20391.134,39684.303,14.501
arg,2008,19490.949,20589.21,40080.159,14.645
arg,2009,19692.182,20790.604,40482.786,14.793
arg,2010,19898.751,20997,40895.751,14.944
arg,2011,20111.326,21209.171,41320.497,15.099
arg,2012,20328.844,21426.344,41755.188,15.258
arg,2013,20549.388,21646.646,42196.034,15.419
arg,2014,20770.186,21867.322,42637.508,15.58
arg,2015,20989.15,22086.266,43075.416,15.74
arg,2016,21205.599,22302.86,43508.459,15.898
arg,2017,21419.801,22517.342,43937.143,16.055
arg,2018,21631.673,22729.477,44361.15,16.21
arg,2019,21841.415,22939.26,44780.675,16.363
arg,2020,22049.146,23146.631,45195.777,16.515
arg,2021,22254.586,23351.237,45605.823,16.665
arg,2022,22457.413,23552.821,46010.234,16.812
arm,1998,1461.449,1647.242,3108.691,109.192
arm,1999,1450.802,1638.218,3089.02,108.501
arm,2000,1440.92,1628.677,3069.597,107.819
arm,2001,1431.993,1618.693,3050.686,107.154
arm,2002,1424.853,1609.123,3033.976,106.567
arm,2003,1418.321,1599.617,3017.938,106.004
arm,2004,1410.957,1589.758,3000.715,105.399
arm,2005,1401.87,1579.392,2981.262,104.716
arm,2006,1390.216,1568.085,2958.301,103.909
arm,2007,1376.497,1556.118,2932.615,103.007
arm,2008,1362.799,1544.816,2907.615,102.129
arm,2009,1352.073,1536.021,2888.094,101.443
arm,2010,1346.351,1530.963,2877.314,101.065
arm,2011,1346.388,1530.148,2876.536,101.037
arm,2012,1351.255,1532.984,2884.239,101.308
arm,2013,1359.259,1538.334,2897.593,101.777
arm,2014,1367.9,1544.503,2912.403,102.297
arm,2015,1375.333,1550.226,2925.559,102.759
arm,2016,1381.014,1555.133,2936.147,103.131
arm,2017,1385.362,1559.427,2944.789,103.435
arm,2018,1388.6,1563.141,2951.741,103.679
arm,2019,1391.269,1566.459,2957.728,103.889
arm,2020,1393.747,1569.487,2963.234,104.083
arm,2021,1395.993,1572.135,2968.128,104.255
arm,2022,1397.735,1574.234,2971.969,104.389
aus,1998,9261.251,9325.776,18587.027,2.419
aus,1999,9367.716,9420.471,18788.187,2.446
aus,2000,9473.544,9517.89,18991.434,2.472
aus,2001,9577.028,9617.648,19194.676,2.499
aus,2002,9680.332,9721.034,19401.366,2.525
aus,2003,9790.9,9833.263,19624.163,2.554
aus,2004,9918.667,9960.987,19879.654,2.588
aus,2005,10070.069,10108.474,20178.543,2.627
aus,2006,10248.441,10277.859,20526.3,2.672
aus,2007,10449.782,10466.557,20916.339,2.723
aus,2008,10664.165,10668.128,21332.293,2.777
aus,2009,10877.473,10873.379,21750.852,2.831
aus,2010,11079.372,11075.315,22154.687,2.884
aus,2011,11266.234,11271.768,22538.002,2.934
aus,2012,11440.451,11463.5,22903.951,2.981
aus,2013,11605.027,11649.885,23254.912,3.027
aus,2014,11765.369,11831.057,23596.426,3.072
aus,2015,11925.355,12007.144,23932.499,3.115
aus,2016,12085.384,12177.326,24262.71,3.158
aus,2017,12243.642,12340.977,24584.619,3.2
aus,2018,12399.374,12498.779,24898.153,3.241
aus,2019,12551.311,12651.889,25203.2,3.281
aus,2020,12698.625,12801.256,25499.881,3.319
aus,2021,12841.202,12947.015,25788.217,3.357
aus,2022,12979.607,13089.186,26068.793,3.393
aut,1998,3896.203,4144.851,8041.054,97.575
aut,1999,3904.713,4146.403,8051.116,97.697
aut,2000,3916.404,4152.872,8069.276,97.917
aut,2001,3932.288,4165.467,8097.755,98.263
aut,2002,3951.4,4183.003,8134.403,98.708
aut,2003,3972.392,4203.463,8175.855,99.211
aut,2004,3993.099,4223.711,8216.81,99.708
aut,2005,4012.059,4241.597,8253.656,100.155
aut,2006,4028.9,4256.445,8285.345,100.539
aut,2007,4044.501,4269.23,8313.731,100.884
aut,2008,4060.179,4281.346,8341.525,101.221
aut,2009,4077.779,4294.879,8372.658,101.599
aut,2010,4098.642,4311.303,8409.945,102.051
aut,2011,4122.777,4330.724,8453.501,102.58
aut,2012,4149.693,4352.537,8502.23,103.171
aut,2013,4179.601,4376.59,8556.191,103.826
aut,2014,4212.65,4402.555,8615.205,104.542
aut,2015,4248.656,4430.011,8678.667,105.312
aut,2016,4288.096,4459.21,8747.306,106.145
aut,2017,4330.192,4489.71,8819.902,107.026
aut,2018,4371.944,4519.439,8891.383,107.893
aut,2019,4409.38,4545.728,8955.108,108.667
aut,2020,4439.691,4566.709,9006.4,109.289
aut,2021,4461.606,4581.466,9043.072,109.734
aut,2022,4476.048,4590.664,9066.712,110.021
aze,1998,3901.927,4087.976,7989.903,96.662
aze,1999,3934.864,4119.262,8054.126,97.439
aze,2000,3971.455,4151.288,8122.743,98.269
aze,2001,4012.634,4184.661,8197.295,99.171
aze,2002,4057.835,4219.23,8277.065,100.136
aze,2003,4106.197,4255.236,8361.433,101.157
aze,2004,4156.206,4292.732,8448.938,102.216
aze,2005,4206.809,4331.801,8538.61,103.3
aze,2006,4257.661,4372.492,8630.153,104.408
aze,2007,4309.215,4415.022,8724.237,105.546
aze,2008,4362.093,4459.776,8821.869,106.727
aze,2009,4417.211,4507.172,8924.383,107.968
aze,2010,4475.09,4557.375,9032.465,109.275
aze,2011,4535.779,4610.498,9146.277,110.652
aze,2012,4598.63,4666.054,9264.684,112.085
aze,2013,4662.607,4722.86,9385.467,113.546
aze,2014,4726.285,4779.331,9505.616,114.999
aze,2015,4788.513,4834.228,9622.741,116.416
aze,2016,4848.931,4887.11,9736.041,117.787
aze,2017,4907.39,4937.926,9845.316,119.109
aze,2018,4963.252,4986.285,9949.537,120.37
aze,2019,5015.834,5031.885,10047.719,121.558
aze,2020,5064.664,5074.511,10139.175,122.664
aze,2021,5109.429,5113.915,10223.344,123.682
aze,2022,5150.137,5150.059,10300.196,124.612
bhs,1998,142.301,148.299,290.6,29.031
bhs,1999,143.567,150.496,294.063,29.377
bhs,2000,145.175,152.87,298.045,29.775
bhs,2001,147.188,155.43,302.618,30.232
bhs,2002,149.533,158.124,307.657,30.735
bhs,2003,152.147,160.976,313.123,31.281
bhs,2004,154.923,163.97,318.893,31.857
bhs,2005,157.773,167.075,324.848,32.452
bhs,2006,160.699,170.333,331.032,33.07
bhs,2007,163.689,173.698,337.387,33.705
bhs,2008,166.651,177.029,343.68,34.334
bhs,2009,169.45,180.15,349.6,34.925
bhs,2010,172.007,182.929,354.936,35.458
bhs,2011,174.271,185.312,359.583,35.922
bhs,2012,176.254,187.327,363.581,36.322
bhs,2013,178.056,189.106,367.162,36.68
bhs,2014,179.81,190.815,370.625,37.025
bhs,2015,181.608,192.592,374.2,37.383
bhs,2016,183.477,194.446,377.923,37.755
bhs,2017,185.384,196.365,381.749,38.137
bhs,2018,187.322,198.313,385.635,38.525
bhs,2019,189.23,200.256,389.486,38.91
bhs,2020,191.093,202.155,393.248,39.286
bhs,2021,192.917,203.997,396.914,39.652
bhs,2022,194.697,205.818,400.515,40.011
bhr,1998,350.774,262.923,613.697,807.496
bhr,1999,363.866,272.674,636.54,837.553
bhr,2000,381.225,283.385,664.61,874.487
bhr,2001,402.689,294.861,697.55,917.829
bhr,2002,427.995,307.145,735.14,967.289
bhr,2003,457.878,320.83,778.708,1024.616
bhr,2004,493.191,336.655,829.846,1091.903
bhr,2005,534.14,355.017,889.157,1169.943
bhr,2006,582.067,376.356,958.423,1261.083
bhr,2007,635.793,400.131,1035.924,1363.058
bhr,2008,690.043,424.602,1114.645,1466.638
bhr,2009,737.698,447.377,1185.075,1559.309
bhr,2010,774.051,466.813,1240.864,1632.716
bhr,2011,796.037,482.116,1278.153,1681.78
bhr,2012,806.03,493.912,1299.942,1710.45
bhr,2013,811.369,503.66,1315.029,1730.301
bhr,2014,822.54,513.533,1336.073,1757.991
bhr,2015,846.756,525.097,1371.853,1805.07
bhr,2016,886.938,538.855,1425.793,1876.043
bhr,2017,939.85,554.227,1494.077,1965.891
bhr,2018,998.976,570.464,1569.44,2065.053
bhr,2019,1054.797,586.367,1641.164,2159.426
bhr,2020,1100.474,601.109,1701.583,2238.925
bhr,2021,1133.875,614.42,1748.295,2300.388
bhr,2022,1157.308,626.677,1783.985,2347.349
bgd,1998,63089.55,59593.268,122682.818,942.482
bgd,1999,64353.201,60836.454,125189.655,961.74
bgd,2000,65594.998,62062.864,127657.862,980.701
bgd,2001,66817.467,63271.242,130088.709,999.376
bgd,2002,68017.425,64460.652,132478.077,1017.731
bgd,2003,69170.298,65621.3,134791.598,1035.504
bgd,2004,70244.874,66741.555,136986.429,1052.366
bgd,2005,71221.594,67813.911,139035.505,1068.107
bgd,2006,72087.511,68833.643,140921.154,1082.593
bgd,2007,72855.838,69804.543,142660.381,1095.954
bgd,2008,73565.712,70738.452,144304.164,1108.582
bgd,2009,74272.292,71652.503,145924.795,1121.032
bgd,2010,75015.692,72559.741,147575.433,1133.713
bgd,2011,75809.694,73463.44,149273.134,1146.755
bgd,2012,76643.893,74361.84,151005.733,1160.066
bgd,2013,77504.601,75256.812,152761.413,1173.553
bgd,2014,78368.22,76149.165,154517.385,1187.043
bgd,2015,79217.157,77039.13,156256.287,1200.402
bgd,2016,80048.91,77928.241,157977.151,1213.622
bgd,2017,80869.068,78816.353,159685.421,1226.745
bgd,2018,81677.117,79699.596,161376.713,1239.738
bgd,2019,82473.791,80572.382,163046.173,1252.563
bgd,2020,83259.108,81430.275,164689.383,1265.187
bgd,2021,84031.706,82271.788,166303.494,1277.587
bgd,2022,84788.982,83096.698,167885.68,1289.742
brb,1998,129.472,139.862,269.334,626.358
brb,1999,129.976,140.479,270.455,628.965
brb,2000,130.452,141.059,271.511,631.421
brb,2001,130.9,141.594,272.494,633.707
brb,2002,131.321,142.102,273.423,635.867
brb,2003,131.736,142.595,274.331,637.979
brb,2004,132.17,143.113,275.283,640.193
brb,2005,132.646,143.674,276.32,642.605
brb,2006,133.169,144.306,277.475,645.291
brb,2007,133.72,144.981,278.701,648.142
brb,2008,134.295,145.651,279.946,651.037
brb,2009,134.854,146.253,281.107,653.737
brb,2010,135.386,146.745,282.131,656.119
brb,2011,135.877,147.11,282.987,658.109
brb,2012,136.34,147.358,283.698,659.763
brb,2013,136.769,147.525,284.294,661.149
brb,2014,137.169,147.656,284.825,662.384
brb,2015,137.548,147.779,285.327,663.551
brb,2016,137.902,147.896,285.798,664.647
brb,2017,138.223,148.006,286.229,665.649
brb,2018,138.525,148.115,286.64,666.605
brb,2019,138.813,148.208,287.021,667.491
brb,2020,139.084,148.287,287.371,668.305
brb,2021,139.349,148.359,287.708,669.088
brb,2022,139.608,148.415,288.023,669.821
blr,1998,4679.853,5290.133,9969.986,49.135
blr,1999,4659.596,5264.844,9924.44,48.911
blr,2000,4634.048,5237.587,9871.635,48.65
blr,2001,4602.892,5208.507,9811.399,48.353
blr,2002,4567.55,5178.382,9745.932,48.031
blr,2003,4530.498,5148.737,9679.235,47.702
blr,2004,4495.131,5121.497,9616.628,47.394
blr,2005,4463.986,5098.097,9562.083,47.125
blr,2006,4437.815,5079.069,9516.884,46.902
blr,2007,4416.266,5064.248,9480.514,46.723
blr,2008,4399.526,5053.329,9452.855,46.586
blr,2009,4387.44,5045.719,9433.159,46.489
blr,2010,4379.731,5040.845,9420.576,46.427
blr,2011,4376.681,5038.635,9415.316,46.401
blr,2012,4378.069,5038.976,9417.045,46.41
blr,2013,4382.398,5041.104,9423.502,46.442
blr,2014,4387.691,5044.051,9431.742,46.482
blr,2015,4392.411,5047.013,9439.424,46.52
blr,2016,4395.949,5049.689,9445.638,46.551
blr,2017,4398.367,5051.866,9450.233,46.574
blr,2018,4399.62,5052.995,9452.615,46.585
blr,2019,4399.913,5052.496,9452.409,46.584
blr,2020,4399.367,5049.954,9449.321,46.569
blr,2021,4397.814,5045.053,9442.867,46.537
blr,2022,4395.009,5037.795,9432.804,46.488
bel,1998,5011.343,5225.955,10237.298,338.088
bel,1999,5020.651,5234.51,10255.161,338.678
bel,2000,5034.82,5247.226,10282.046,339.566
bel,2001,5054.456,5264.57,10319.026,340.787
bel,2002,5078.872,5286.007,10364.879,342.301
bel,2003,5107.599,5311.43,10419.029,344.089
bel,2004,5139.663,5340.455,10480.118,346.107
bel,2005,5174.235,5372.65,10546.885,348.312
bel,2006,5211.426,5408.058,10619.484,350.71
bel,2007,5251.164,5446.412,10697.576,353.289
bel,2008,5292.178,5486.586,10778.764,355.97
bel,2009,5332.83,5527.104,10859.934,358.65
bel,2010,5371.961,5566.774,10938.735,361.253
bel,2011,5408.667,5605.193,11013.86,363.734
bel,2012,5443.148,5642.207,11085.355,366.095
bel,2013,5476.767,5677.241,11154.008,368.362
bel,2014,5511.498,5709.727,11221.225,370.582
bel,2015,5548.634,5739.297,11287.931,372.785
bel,2016,5588.791,5765.616,11354.407,374.98
bel,2017,5631.006,5788.746,11419.752,377.138
bel,2018,5672.964,5809.216,11482.18,379.2
bel,2019,5711.479,5827.847,11539.326,381.087
bel,2020,5744.335,5845.281,11589.616,382.748
bel,2021,5770.656,5861.678,11632.334,384.159
bel,2022,5791.283,5876.993,11668.276,385.346
blz,1998,115.942,114.306,230.248,10.094
blz,1999,120.333,118.646,238.979,10.477
blz,2000,124.516,122.794,247.31,10.842
blz,2001,128.405,126.663,255.068,11.182
blz,2002,132.065,130.322,262.387,11.503
blz,2003,135.579,133.849,269.428,11.812
blz,2004,139.086,137.43,276.516,12.123
blz,2005,142.662,141.136,283.798,12.442
blz,2006,146.327,145.011,291.338,12.772
blz,2007,150.036,148.995,299.031,13.11
blz,2008,153.783,153.039,306.822,13.451
blz,2009,157.548,157.107,314.655,13.795
blz,2010,161.328,161.137,322.465,14.137
blz,2011,165.115,165.121,330.236,14.478
blz,2012,168.917,169.084,338.001,14.818
blz,2013,172.699,173.008,345.707,15.156
blz,2014,176.447,176.919,353.366,15.492
blz,2015,180.135,180.791,360.926,15.823
blz,2016,183.752,184.647,368.399,16.151
blz,2017,187.296,188.479,375.775,16.474
blz,2018,190.798,192.273,383.071,16.794
blz,2019,194.281,196.07,390.351,17.113
blz,2020,197.761,199.86,397.621,17.432
blz,2021,201.255,203.66,404.915,17.752
blz,2022,204.754,207.447,412.201,18.071
ben,1998,3181.238,3289.037,6470.275,57.381
ben,1999,3279.81,3384.292,6664.102,59.1
ben,2000,3382.858,3483.088,6865.946,60.89
ben,2001,3490.95,3585.778,7076.728,62.759
ben,2002,3603.447,3691.953,7295.4,64.698
ben,2003,3719.314,3801.242,7520.556,66.695
ben,2004,3836.993,3913.01,7750.003,68.73
ben,2005,3955.402,4026.821,7982.223,70.789
ben,2006,4074.233,4142.66,8216.893,72.871
ben,2007,4194.026,4260.764,8454.79,74.98
ben,2008,4315.622,4381.293,8696.915,77.128
ben,2009,4440.265,4504.448,8944.713,79.325
ben,2010,4568.834,4630.42,9199.254,81.583
ben,2011,4701.607,4759.222,9460.829,83.902
ben,2012,4838.355,4890.899,9729.254,86.283
ben,2013,4978.896,5025.698,10004.594,88.725
ben,2014,5122.907,5163.932,10286.839,91.228
ben,2015,5270.132,5305.83,10575.962,93.792
ben,2016,5420.569,5451.503,10872.072,96.418
ben,2017,5574.297,5600.895,11175.192,99.106
ben,2018,5731.239,5753.796,11485.035,101.854
ben,2019,5891.256,5909.895,11801.151,104.657
ben,2020,6054.248,6068.95,12123.198,107.513
ben,2021,6220.142,6230.889,12451.031,110.421
ben,2022,6388.951,6395.777,12784.728,113.38
btn,1998,287.998,276.38,564.378,14.806
btn,1999,294.963,282.923,577.886,15.161
btn,2000,302.283,288.731,591.014,15.505
btn,2001,309.999,293.644,603.643,15.837
btn,2002,318.131,297.894,616.025,16.161
btn,2003,326.219,301.621,627.84,16.471
btn,2004,333.701,305.108,638.809,16.759
btn,2005,340.162,308.582,648.744,17.02
btn,2006,345.393,312.011,657.404,17.247
btn,2007,349.522,315.351,664.873,17.443
btn,2008,352.967,318.644,671.611,17.62
btn,2009,356.338,321.991,678.329,17.796
btn,2010,360.083,325.419,685.502,17.984
btn,2011,364.318,328.979,693.297,18.189
btn,2012,368.926,332.656,701.582,18.406
btn,2013,373.822,336.413,710.235,18.633
btn,2014,378.889,340.164,719.053,18.864
btn,2015,384.018,343.867,727.885,19.096
btn,2016,389.21,347.496,736.706,19.327
btn,2017,394.499,351.064,745.563,19.56
btn,2018,399.81,354.586,754.396,19.792
btn,2019,405.032,358.062,763.094,20.02
btn,2020,410.087,361.525,771.612,20.243
btn,2021,414.951,364.949,779.9,20.461
btn,2022,419.618,368.326,787.944,20.672
bol,1998,4073.538,4023.223,8096.761,7.474
bol,1999,4153.775,4103.291,8257.066,7.622
bol,2000,4234.82,4183.45,8418.27,7.771
bol,2001,4316.675,4263.569,8580.244,7.92
bol,2002,4399.179,4343.643,8742.822,8.071
bol,2003,4482.054,4423.766,8905.82,8.221
bol,2004,4564.936,4504.108,9069.044,8.372
bol,2005,4647.523,4584.778,9232.301,8.522
bol,2006,4729.693,4665.756,9395.449,8.673
bol,2007,4811.456,4746.982,9558.438,8.823
bol,2008,4892.972,4828.485,9721.457,8.974
bol,2009,4974.475,4910.315,9884.79,9.125
bol,2010,5056.11,4992.487,10048.597,9.276
bol,2011,5137.926,5075.025,10212.951,9.428
bol,2012,5219.814,5157.863,10377.677,9.58
bol,2013,5301.54,5240.835,10542.375,9.732
bol,2014,5382.819,5323.698,10706.517,9.883
bol,2015,5463.444,5406.288,10869.732,10.034
bol,2016,5543.317,5488.505,11031.822,10.184
bol,2017,5622.487,5570.366,11192.853,10.332
bol,2018,5701.161,5651.979,11353.14,10.48
bol,2019,5779.611,5733.491,11513.102,10.628
bol,2020,5858.019,5815.01,11673.029,10.775
bol,2021,5936.423,5896.513,11832.936,10.923
bol,2022,6014.723,5977.924,11992.647,11.07
bih,1998,1831.294,1903.044,3734.338,73.222
bih,1999,1836.881,1906.472,3743.353,73.399
bih,2000,1841.611,1909.565,3751.176,73.552
bih,2001,1844.26,1911.254,3755.514,73.638
bih,2002,1846.444,1912.945,3759.389,73.714
bih,2003,1847.908,1914.271,3762.179,73.768
bih,2004,1848.921,1915.273,3764.194,73.808
bih,2005,1849.515,1915.817,3765.332,73.83
bih,2006,1849.596,1915.826,3765.422,73.832
bih,2007,1848.277,1914.514,3762.791,73.78
bih,2008,1843.992,1910.269,3754.261,73.613
bih,2009,1834.8,1901.145,3735.945,73.254
bih,2010,1819.537,1885.941,3705.478,72.656
bih,2011,1797.359,1863.814,3661.173,71.788
bih,2012,1769.247,1835.725,3604.972,70.686
bih,2013,1738.041,1804.557,3542.598,69.463
bih,2014,1707.765,1774.341,3482.106,68.277
bih,2015,1681.343,1748.019,3429.362,67.242
bih,2016,1659.723,1726.54,3386.263,66.397
bih,2017,1642.272,1709.262,3351.534,65.716
bih,2018,1628.375,1695.554,3323.929,65.175
bih,2019,1616.799,1684.199,3300.998,64.725
bih,2020,1606.609,1674.206,3280.815,64.33
bih,2021,1597.827,1665.632,3263.459,63.989
bih,2022,1590.654,1658.659,3249.313,63.712
bwa,1998,760.8,815.027,1575.827,2.781
bwa,1999,778.481,831.779,1610.26,2.841
bwa,2000,795.433,847.9,1643.333,2.9
bwa,2001,811.386,863.288,1674.674,2.955
bwa,2002,826.518,878.119,1704.637,3.008
bwa,2003,841.552,892.835,1734.387,3.06
bwa,2004,857.471,908.062,1765.533,3.115
bwa,2005,874.87,924.207,1799.077,3.174
bwa,2006,894.361,941.55,1835.911,3.239
bwa,2007,915.523,959.935,1875.458,3.309
bwa,2008,936.812,978.824,1915.636,3.38
bwa,2009,956.058,997.437,1953.495,3.447
bwa,2010,971.864,1015.242,1987.106,3.506
bwa,2011,983.429,1031.977,2015.406,3.556
bwa,2012,991.624,1047.927,2039.551,3.599
bwa,2013,998.695,1063.856,2062.551,3.639
bwa,2014,1007.821,1080.798,2088.619,3.685
bwa,2015,1021.216,1099.5,2120.716,3.742
bwa,2016,1039.714,1120.211,2159.925,3.811
bwa,2017,1062.469,1142.607,2205.076,3.891
bwa,2018,1088.021,1166.046,2254.067,3.977
bwa,2019,1114.116,1189.587,2303.703,4.065
bwa,2020,1139.099,1212.526,2351.625,4.149
bwa,2021,1162.57,1234.67,2397.24,4.23
bwa,2022,1184.973,1256.181,2441.154,4.307
bra,1998,84171.459,85613.794,169785.253,20.314
bra,1999,85392.586,86926.088,172318.674,20.617
bra,2000,86581.634,88208.705,174790.339,20.913
bra,2001,87736.62,89459.431,177196.051,21.2
bra,2002,88858.471,90679.052,179537.523,21.481
bra,2003,89944.581,91864.663,181809.244,21.752
bra,2004,90992.764,93013.715,184006.479,22.015
bra,2005,92002.092,94125.016,186127.108,22.269
bra,2006,92970.772,95196.581,188167.353,22.513
bra,2007,93900.509,96229.936,190130.445,22.748
bra,2008,94798.466,97231.896,192030.362,22.975
