Location,Time,PopMale,PopFemale,PopTotal,PopDensity
civ,2001,8669.621,8183.406,16853.027,52.997
civ,2002,8849.176,8382.363,17231.539,54.187
civ,2003,9022.663,8576.95,17599.613,55.345
civ,2004,9197.419,8773.074,17970.493,56.511
civ,2005,9379.14,8975.373,18354.513,57.719
civ,2006,9569.663,9185.251,18754.914,58.978
civ,2007,9768.761,9402.489,19171.25,60.287
civ,2008,9977.533,9628.035,19605.568,61.653
civ,2009,10196.632,9862.515,20059.147,63.079
civ,2010,10426.514,10106.43,20532.944,64.569
civ,2011,10668.125,10360.527,21028.652,66.128
civ,2012,10921.921,10625.267,21547.188,67.758
civ,2013,11187.178,10900.328,22087.506,69.458
civ,2014,11462.641,11185.031,22647.672,71.219
civ,2015,11747.319,11478.829,23226.148,73.038
civ,2016,12041.04,11781.686,23822.726,74.914
civ,2017,12343.867,12093.608,24437.475,76.847
civ,2018,12655.166,12414.06,25069.226,78.834
civ,2019,12974.206,12742.348,25716.554,80.87
civ,2020,13300.38,13077.895,26378.275,82.951
civ,2021,13633.247,13420.382,27053.629,85.074
civ,2022,13972.658,13769.643,27742.301,87.24
prk,1998,10986.937,11549.817,22536.754,187.167
prk,1999,11080.997,11650.473,22731.47,188.784
prk,2000,11177.728,11751.35,22929.078,190.425
prk,2001,11279.172,11853.81,23132.982,192.118
prk,2002,11383.213,11956.24,23339.453,193.833
prk,2003,11486.354,12056.08,23542.434,195.519
prk,2004,11583.283,12149.457,23732.74,197.099
prk,2005,11670.344,12233.823,23904.167,198.523
prk,2006,11746.496,12308.37,24054.866,199.775
prk,2007,11813.654,12374.676,24188.33,200.883
prk,2008,11874.749,12435.394,24310.143,201.895
prk,2009,11934.032,12494.308,24428.34,202.876
prk,2010,11994.618,12554.222,24548.84,203.877
prk,2011,12057.413,12615.979,24673.392,204.911
prk,2012,12121.648,12678.99,24800.638,205.968
prk,2013,12186.651,12742.849,24929.5,207.038
prk,2014,12251.177,12806.616,25057.793,208.104
prk,2015,12314.25,12869.582,25183.832,209.151
prk,2016,12375.845,12931.82,25307.665,210.179
prk,2017,12436.268,12993.548,25429.816,211.194
prk,2018,12495.328,13054.278,25549.606,212.188
prk,2019,12552.762,13113.396,25666.158,213.156
prk,2020,12608.379,13170.436,25778.815,214.092
prk,2021,12661.935,13225.11,25887.045,214.991
prk,2022,12713.285,13277.39,25990.675,215.851
cod,1998,22222.367,22627.601,44849.968,19.783
cod,1999,22761.644,23157.971,45919.615,20.255
cod,2000,23359.141,23746.689,47105.83,20.778
cod,2001,24024.789,24403.745,48428.534,21.362
cod,2002,24750.634,25121.036,49871.67,21.998
cod,2003,25531.974,25893.609,51425.583,22.684
cod,2004,26358.262,26710.607,53068.869,23.409
cod,2005,27221.813,27564.081,54785.894,24.166
cod,2006,28123.31,28454.736,56578.046,24.957
cod,2007,29066.903,29386.784,58453.687,25.784
cod,2008,30051.807,30359.388,60411.195,26.647
cod,2009,31077.037,31371.535,62448.572,27.546
cod,2010,32141.617,32422.236,64563.853,28.479
cod,2011,33244.602,33510.549,66755.151,29.446
cod,2012,34385.069,34635.68,69020.749,30.445
cod,2013,35561.914,35796.89,71358.804,31.477
cod,2014,36773.965,36993.48,73767.445,32.539
cod,2015,38019.96,38224.572,76244.532,33.632
cod,2016,39299.343,39489.787,78789.13,34.754
cod,2017,40610.874,40787.891,81398.765,35.905
cod,2018,41951.875,42116.217,84068.092,37.083
cod,2019,43319.103,43471.465,86790.568,38.283
cod,2020,44710.172,44851.232,89561.404,39.506
cod,2021,46123.737,46254.249,92377.986,40.748
cod,2022,47559.978,47680.804,95240.782,42.011
dnk,1998,2621.207,2679.173,5300.38,124.921
dnk,1999,2632.593,2689.178,5321.771,125.425
dnk,2000,2642.895,2698.297,5341.192,125.882
dnk,2001,2651.808,2706.251,5358.059,126.28
dnk,2002,2659.568,2713.23,5372.798,126.627
dnk,2003,2667.009,2719.959,5386.968,126.961
dnk,2004,2675.318,2727.436,5402.754,127.333
dnk,2005,2685.327,2736.374,5421.701,127.78
dnk,2006,2697.277,2747.016,5444.293,128.312
dnk,2007,2710.858,2759.062,5469.92,128.916
dnk,2008,2725.636,2772.095,5497.731,129.572
dnk,2009,2740.959,2785.43,5526.389,130.247
dnk,2010,2756.283,2798.566,5554.849,130.918
dnk,2011,2771.59,2811.39,5582.98,131.581
dnk,2012,2786.889,2824.02,5610.909,132.239
dnk,2013,2801.8,2836.352,5638.152,132.881
dnk,2014,2815.877,2848.322,5664.199,133.495
dnk,2015,2828.808,2859.887,5688.695,134.072
dnk,2016,2840.401,2870.945,5711.346,134.606
dnk,2017,2850.751,2881.526,5732.277,135.1
dnk,2018,2860.293,2891.838,5752.131,135.568
dnk,2019,2869.672,2902.205,5771.877,136.033
dnk,2020,2879.361,2912.842,5792.203,136.512
dnk,2021,2889.481,2923.821,5813.302,137.009
dnk,2022,2899.894,2935.058,5834.952,137.519
dji,1998,342.556,337.909,680.465,29.356
dji,1999,352.249,347.724,699.973,30.197
dji,2000,360.759,356.818,717.577,30.957
dji,2001,367.771,365.248,733.019,31.623
dji,2002,373.733,373.214,746.947,32.224
dji,2003,379.387,380.252,759.639,32.771
dji,2004,385.776,385.823,771.599,33.287
dji,2005,393.626,389.622,783.248,33.79
dji,2006,403.23,391.324,794.554,34.278
dji,2007,414.204,391.252,805.456,34.748
dji,2008,425.823,390.538,816.361,35.218
dji,2009,437.042,390.778,827.82,35.713
dji,2010,447.092,393.102,840.194,36.247
dji,2011,455.731,397.94,853.671,36.828
dji,2012,463.209,404.927,868.136,37.452
dji,2013,469.898,413.398,883.296,38.106
dji,2014,476.395,422.312,898.707,38.771
dji,2015,483.117,430.881,913.998,39.43
dji,2016,490.177,438.94,929.117,40.083
dji,2017,497.397,446.703,944.1,40.729
dji,2018,504.712,454.211,958.923,41.369
dji,2019,511.947,461.61,973.557,42
dji,2020,518.993,469.009,988.002,42.623
dji,2021,525.837,476.36,1002.197,43.235
dji,2022,532.524,483.574,1016.098,43.835
dma,1998,,,70.183,93.577
dma,1999,,,69.828,93.104
dma,2000,,,69.65,92.867
dma,2001,,,69.671,92.895
dma,2002,,,69.84,93.12
dma,2003,,,70.102,93.469
dma,2004,,,70.387,93.849
dma,2005,,,70.58,94.107
dma,2006,,,70.718,94.291
dma,2007,,,70.797,94.396
dma,2008,,,70.829,94.439
dma,2009,,,70.848,94.464
dma,2010,,,70.877,94.503
dma,2011,,,70.912,94.549
dma,2012,,,70.954,94.605
dma,2013,,,71.019,94.692
dma,2014,,,71.091,94.788
dma,2015,,,71.175,94.9
dma,2016,,,71.307,95.076
dma,2017,,,71.46,95.28
dma,2018,,,71.626,95.501
dma,2019,,,71.808,95.744
dma,2020,,,71.991,95.988
dma,2021,,,72.172,96.229
dma,2022,,,72.337,96.449
dom,1998,4116.81,4097.617,8214.427,170.001
dom,1999,4180.103,4163.185,8343.288,172.667
dom,2000,4244.647,4226.67,8471.317,175.317
dom,2001,4310.795,4287.804,8598.599,177.951
dom,2002,4378.118,4346.856,8724.974,180.567
dom,2003,4445.599,4404.718,8850.317,183.161
dom,2004,4511.784,4462.66,8974.444,185.729
dom,2005,4575.667,4521.595,9097.262,188.271
dom,2006,4636.859,4581.822,9218.681,190.784
dom,2007,4695.746,4643.11,9338.856,193.271
dom,2008,4752.946,4705.133,9458.079,195.738
dom,2009,4809.438,4767.298,9576.736,198.194
dom,2010,4865.924,4829.193,9695.117,200.644
dom,2011,4922.526,4890.693,9813.219,203.088
dom,2012,4979.01,4951.906,9930.916,205.524
dom,2013,5035.367,5012.859,10048.226,207.952
dom,2014,5091.526,5073.656,10165.182,210.372
dom,2015,5147.367,5134.308,10281.675,212.783
dom,2016,5202.94,5194.798,10397.738,215.185
dom,2017,5258.174,5254.937,10513.111,217.573
dom,2018,5312.745,5314.402,10627.147,219.933
dom,2019,5366.198,5372.759,10738.957,222.247
dom,2020,5418.206,5429.698,10847.904,224.501
dom,2021,5468.642,5485.072,10953.714,226.691
dom,2022,5517.509,5538.865,11056.374,228.816
ecu,1998,6125.22,6073.229,12198.449,49.116
ecu,1999,6246.352,6195.757,12442.109,50.097
ecu,2000,6365.159,6315.964,12681.123,51.059
ecu,2001,6481.233,6433.427,12914.66,52
ecu,2002,6594.948,6548.517,13143.465,52.921
ecu,2003,6707.332,6662.346,13369.678,53.832
ecu,2004,6819.88,6776.51,13596.39,54.745
ecu,2005,6933.678,6892.161,13825.839,55.669
ecu,2006,7049.392,7009.987,14059.379,56.609
ecu,2007,7166.802,7129.752,14296.554,57.564
ecu,2008,7285.15,7250.59,14535.74,58.527
ecu,2009,7403.227,7371.185,14774.412,59.488
ecu,2010,7520.353,7490.761,15011.114,60.441
ecu,2011,7635.558,7608.327,15243.885,61.378
ecu,2012,7749.518,7724.581,15474.099,62.305
ecu,2013,7865.06,7842.413,15707.473,63.245
ecu,2014,7986.081,7965.751,15951.832,64.229
ecu,2015,8114.959,8097.063,16212.022,65.276
ecu,2016,8253.234,8237.882,16491.116,66.4
ecu,2017,8399.038,8386.318,16785.356,67.585
ecu,2018,8547.198,8537.161,17084.359,68.789
ecu,2019,8690.487,8683.17,17373.657,69.954
ecu,2020,8823.827,8819.233,17643.06,71.038
ecu,2021,8945.176,8943.298,17888.474,72.026
ecu,2022,9056.269,9057.096,18113.365,72.932
egy,1998,33327.17,32873.089,66200.259,66.503
egy,1999,33985.719,33529.872,67515.591,67.824
egy,2000,34650.424,34181.137,68831.561,69.146
egy,2001,35324.564,34828.098,70152.662,70.473
egy,2002,36009.89,35475.154,71485.044,71.812
egy,2003,36703.21,36122.892,72826.102,73.159
egy,2004,37399.737,36772.336,74172.073,74.511
egy,2005,38097.625,37425.951,75523.576,75.869
egy,2006,38792.844,38080.826,76873.67,77.225
egy,2007,39490.813,38741.311,78232.124,78.59
egy,2008,40210.318,39425.763,79636.081,80
egy,2009,40976.505,40158.284,81134.789,81.506
egy,2010,41806.22,40955.024,82761.244,83.14
egy,2011,42706.357,41822.894,84529.251,84.916
egy,2012,43668.307,42753.933,86422.24,86.817
egy,2013,44674.003,43730.649,88404.652,88.809
egy,2014,45697.164,44727.504,90424.668,90.838
egy,2015,46717.678,45724.871,92442.549,92.865
egy,2016,47729.77,46717.301,94447.071,94.879
egy,2017,48735.775,47706.815,96442.59,96.883
egy,2018,49733.474,48690.128,98423.602,98.873
egy,2019,50722.599,49665.477,100388.076,100.847
egy,2020,51702.862,50631.541,102334.403,102.802
egy,2021,52672.373,51585.954,104258.327,104.735
egy,2022,53629.377,52527.315,106156.692,106.642
slv,1998,2802.053,2995.711,5797.764,279.815
slv,1999,2820.218,3024.616,5844.834,282.087
slv,2000,2836.192,3051.738,5887.93,284.167
slv,2001,2849.965,3077.036,5927.001,286.052
slv,2002,2861.596,3100.543,5962.139,287.748
slv,2003,2871.537,3122.538,5994.075,289.289
slv,2004,2880.364,3143.437,6023.801,290.724
slv,2005,2888.551,3163.573,6052.124,292.091
slv,2006,2896.303,3183.092,6079.395,293.407
slv,2007,2903.746,3202.064,6105.81,294.682
slv,2008,2911.101,3220.666,6131.767,295.935
slv,2009,2918.617,3239.061,6157.678,297.185
slv,2010,2926.479,3257.398,6183.877,298.45
slv,2011,2934.825,3275.742,6210.567,299.738
slv,2012,2943.739,3294.183,6237.922,301.058
slv,2013,2953.27,3312.806,6266.076,302.417
slv,2014,2963.437,3331.687,6295.124,303.819
slv,2015,2974.229,3350.892,6325.121,305.266
slv,2016,2985.69,3370.447,6356.137,306.763
slv,2017,2997.81,3390.314,6388.124,308.307
slv,2018,3010.428,3410.312,6420.74,309.881
slv,2019,3023.353,3430.197,6453.55,311.465
slv,2020,3036.424,3449.777,6486.201,313.041
slv,2021,3049.549,3468.951,6518.5,314.599
slv,2022,3062.694,3487.702,6550.396,316.139
gno,1998,286.938,271.558,558.496,19.911
gno,1999,300.338,281.427,581.765,20.74
gno,2000,314.423,291.757,606.18,21.611
gno,2001,329.131,302.531,631.662,22.519
gno,2002,344.57,313.818,658.388,23.472
gno,2003,360.967,325.703,686.67,24.48
gno,2004,378.637,338.312,716.949,25.56
gno,2005,397.797,351.73,749.527,26.721
gno,2006,418.512,365.982,784.494,27.968
gno,2007,440.659,381.027,821.686,29.294
gno,2008,464.034,396.805,860.839,30.689
gno,2009,488.358,413.231,901.589,32.142
gno,2010,513.401,430.239,943.64,33.641
gno,2011,539.066,447.795,986.861,35.182
gno,2012,565.317,465.874,1031.191,36.763
gno,2013,591.998,484.414,1076.412,38.375
gno,2014,618.927,503.346,1122.273,40.01
gno,2015,645.986,522.589,1168.575,41.66
gno,2016,673.07,542.111,1215.181,43.322
gno,2017,700.114,561.894,1262.008,44.991
gno,2018,727.054,581.912,1308.966,46.665
gno,2019,753.823,602.159,1355.982,48.342
gno,2020,780.38,622.605,1402.985,50.017
gno,2021,806.649,643.242,1449.891,51.69
gno,2022,832.627,664.046,1496.673,53.357
eri,1998,1097.53,1108.909,2206.439,21.846
eri,1999,1113.265,1124.147,2237.412,22.153
eri,2000,1141.068,1151.345,2292.413,22.697
eri,2001,1182.579,1192.142,2374.721,23.512
eri,2002,1236.18,1244.879,2481.059,24.565
eri,2003,1296.606,1304.366,2600.972,25.752
eri,2004,1356.484,1363.325,2719.809,26.929
eri,2005,1410.329,1416.324,2826.653,27.987
eri,2006,1456.46,1461.749,2918.209,28.893
eri,2007,1495.914,1500.626,2996.54,29.669
eri,2008,1529.322,1533.46,3062.782,30.325
eri,2009,1558.278,1561.642,3119.92,30.89
eri,2010,1584.072,1586.365,3170.437,31.39
eri,2011,1606.564,1607.405,3213.969,31.821
eri,2012,1625.505,1624.599,3250.104,32.179
eri,2013,1642.103,1639.35,3281.453,32.49
eri,2014,1657.953,1653.491,3311.444,32.787
eri,2015,1674.33,1668.488,3342.818,33.097
eri,2016,1691.699,1684.859,3376.558,33.431
eri,2017,1710.203,1702.691,3412.894,33.791
eri,2018,1730.376,1722.421,3452.797,34.186
eri,2019,1752.711,1744.406,3497.117,34.625
eri,2020,1777.548,1768.879,3546.427,35.113
eri,2021,1805.282,1796.18,3601.462,35.658
eri,2022,1835.89,1826.358,3662.248,36.26
est,1998,653.719,752.631,1406.35,33.176
est,1999,653.926,749.858,1403.784,33.116
est,2000,652.559,746.552,1399.111,33.006
est,2001,649.228,742.511,1391.739,32.832
est,2002,644.577,738.16,1382.737,32.619
est,2003,639.222,733.682,1372.904,32.387
est,2004,634.124,729.446,1363.57,32.167
est,2005,629.986,725.664,1355.65,31.98
est,2006,626.964,722.409,1349.373,31.832
est,2007,624.789,719.506,1344.295,31.713
est,2008,623.208,716.859,1340.067,31.613
est,2009,621.824,714.316,1336.14,31.52
est,2010,620.356,711.747,1332.103,31.425
est,2011,618.644,709.057,1327.701,31.321
est,2012,616.842,706.321,1323.163,31.214
est,2013,615.34,703.728,1319.068,31.117
est,2014,614.678,701.595,1316.273,31.051
est,2015,615.225,700.105,1315.33,31.029
est,2016,617.146,699.361,1316.507,31.057
est,2017,620.172,699.217,1319.389,31.125
est,2018,623.642,699.271,1322.913,31.208
est,2019,626.626,699.023,1325.649,31.273
est,2020,628.456,698.083,1326.539,31.294
est,2021,628.885,696.303,1325.188,31.262
est,2022,628.105,693.8,1321.905,31.184
swz,1998,470.67,509.252,979.922,56.972
swz,1999,478.045,516.06,994.105,57.797
swz,2000,483.483,521.949,1005.432,58.455
swz,2001,486.799,526.809,1013.608,58.931
swz,2002,488.284,530.77,1019.054,59.247
swz,2003,488.594,534.202,1022.796,59.465
swz,2004,488.676,537.611,1026.287,59.668
swz,2005,489.231,541.344,1030.575,59.917
swz,2006,490.496,545.599,1036.095,60.238
swz,2007,492.38,550.271,1042.651,60.619
swz,2008,494.964,554.984,1049.948,61.043
swz,2009,498.233,559.229,1057.462,61.48
swz,2010,502.186,562.655,1064.841,61.909
swz,2011,506.888,565.141,1072.029,62.327
swz,2012,512.379,566.906,1079.285,62.749
swz,2013,518.539,568.304,1086.843,63.189
swz,2014,525.208,569.814,1095.022,63.664
swz,2015,532.23,571.808,1104.038,64.188
swz,2016,539.597,574.397,1113.994,64.767
swz,2017,547.278,577.53,1124.808,65.396
swz,2018,555.082,581.192,1136.274,66.062
swz,2019,562.79,585.343,1148.133,66.752
swz,2020,570.236,589.928,1160.164,67.451
swz,2021,577.349,595.02,1172.369,68.161
swz,2022,584.173,600.648,1184.821,68.885
eth,1998,31163.686,31344.038,62507.724,62.508
eth,1999,32080.006,32263.002,64343.008,64.343
eth,2000,33019.427,33205.382,66224.809,66.225
eth,2001,33985.254,34174.168,68159.422,68.159
eth,2002,34975.362,35166.728,70142.09,70.142
eth,2003,35988.523,36182.058,72170.581,72.171
eth,2004,37021.854,37217.654,74239.508,74.24
eth,2005,38074.078,38272.232,76346.31,76.346
eth,2006,39143.932,39345.273,78489.205,78.489
eth,2007,40234.804,40439.539,80674.343,80.674
eth,2008,41355.377,41560.859,82916.236,82.916
eth,2009,42517.094,42716.829,85233.923,85.234
eth,2010,43727.479,43912.483,87639.962,87.64
eth,2011,44989.927,45150.001,90139.928,90.14
eth,2012,46300.213,46426.769,92726.982,92.727
eth,2013,47648.725,47737.068,95385.793,95.386
eth,2014,49021.687,49072.577,98094.264,98.094
eth,2015,50408.589,50426.864,100835.453,100.835
eth,2016,51805.857,51797.604,103603.461,103.603
eth,2017,53214.725,53185.201,106399.926,106.4
eth,2018,54635.264,54589.146,109224.41,109.224
eth,2019,56069.008,56009.719,112078.727,112.079
eth,2020,57516.835,57446.748,114963.583,114.964
eth,2021,58977.276,58898.95,117876.226,117.876
eth,2022,60448.193,60364.505,120812.698,120.813
flk,1998,,,2.769,0.228
flk,1999,,,2.831,0.233
flk,2000,,,2.893,0.238
flk,2001,,,2.927,0.241
flk,2002,,,2.944,0.242
flk,2003,,,2.95,0.242
flk,2004,,,2.95,0.242
flk,2005,,,2.95,0.242
flk,2006,,,2.94,0.242
flk,2007,,,2.928,0.241
flk,2008,,,2.932,0.241
flk,2009,,,2.921,0.24
flk,2010,,,2.902,0.238
flk,2011,,,2.863,0.235
flk,2012,,,2.823,0.232
flk,2013,,,2.793,0.229
flk,2014,,,2.787,0.229
flk,2015,,,2.836,0.233
flk,2016,,,2.926,0.24
flk,2017,,,3.074,0.253
flk,2018,,,3.236,0.266
flk,2019,,,3.372,0.277
flk,2020,,,3.483,0.286
flk,2021,,,3.528,0.29
flk,2022,,,3.534,0.29
fro,1998,,,46.094,33.019
fro,1999,,,46.428,33.258
fro,2000,,,46.738,33.48
fro,2001,,,46.999,33.667
fro,2002,,,47.235,33.836
fro,2003,,,47.439,33.982
fro,2004,,,47.6,34.097
fro,2005,,,47.731,34.191
fro,2006,,,47.793,34.236
fro,2007,,,47.825,34.259
fro,2008,,,47.822,34.256
fro,2009,,,47.814,34.251
fro,2010,,,47.803,34.243
fro,2011,,,47.815,34.251
fro,2012,,,47.843,34.271
fro,2013,,,47.901,34.313
fro,2014,,,47.965,34.359
fro,2015,,,48.055,34.423
fro,2016,,,48.173,34.508
fro,2017,,,48.326,34.617
fro,2018,,,48.497,34.74
fro,2019,,,48.677,34.869
fro,2020,,,48.865,35.004
fro,2021,,,49.053,35.138
fro,2022,,,49.23,35.265
fji,1998,406.393,393.755,800.148,43.796
fji,1999,409.498,396.804,806.302,44.133
fji,2000,411.976,399.035,811.011,44.39
fji,2001,413.675,400.248,813.923,44.55
fji,2002,414.677,400.58,815.257,44.623
fji,2003,415.48,400.598,816.078,44.668
fji,2004,416.77,401.094,817.864,44.765
fji,2005,419.008,402.598,821.606,44.97
fji,2006,422.455,405.414,827.869,45.313
fji,2007,426.903,409.282,836.185,45.768
fji,2008,431.69,413.666,845.356,46.27
fji,2009,435.917,417.719,853.636,46.723
fji,2010,438.943,420.873,859.816,47.062
fji,2011,440.532,422.919,863.451,47.261
fji,2012,440.958,424.107,865.065,47.349
fji,2013,440.759,424.843,865.602,47.378
fji,2014,440.707,425.74,866.447,47.425
fji,2015,441.372,427.26,868.632,47.544
fji,2016,442.913,429.493,872.406,47.751
fji,2017,445.15,432.31,877.46,48.027
fji,2018,447.925,435.565,883.49,48.357
fji,2019,450.959,438.996,889.955,48.711
fji,2020,454.018,442.426,896.444,49.066
fji,2021,457.087,445.812,902.899,49.42
fji,2022,460.228,449.229,909.457,49.779
fin,1998,2518.578,2645.658,5164.236,16.994
fin,1999,2525.471,2650.45,5175.921,17.032
fin,2000,2532.578,2655.375,5187.953,17.072
fin,2001,2539.987,2660.488,5200.475,17.113
fin,2002,2547.616,2665.752,5213.368,17.155
fin,2003,2555.695,2671.411,5227.106,17.201
fin,2004,2564.439,2677.736,5242.175,17.25
fin,2005,2574.006,2684.927,5258.933,17.305
fin,2006,2584.452,2693.038,5277.49,17.366
fin,2007,2595.722,2702.019,5297.741,17.433
fin,2008,2607.73,2711.722,5319.452,17.505
fin,2009,2620.321,2721.945,5342.266,17.58
fin,2010,2633.331,2732.453,5365.784,17.657
fin,2011,2646.767,2743.269,5390.036,17.737
fin,2012,2660.498,2754.271,5414.769,17.818
fin,2013,2673.979,2765.005,5438.984,17.898
fin,2014,2686.518,2774.892,5461.41,17.972
fin,2015,2697.615,2783.513,5481.128,18.037
fin,2016,2707.044,2790.67,5497.714,18.091
fin,2017,2714.913,2796.459,5511.372,18.136
fin,2018,2721.488,2801.097,5522.585,18.173
fin,2019,2727.21,2804.949,5532.159,18.204
fin,2020,2732.406,2808.312,5540.718,18.233
fin,2021,2737.135,2811.226,5548.361,18.258
fin,2022,2741.325,2813.631,5554.956,18.279
fra,1998,28370.687,30073.558,58444.245,106.736
fra,1999,28486.282,30218.099,58704.381,107.211
fra,2000,28625.445,30389.647,59015.092,107.779
fra,2001,28791.627,30592.499,59384.126,108.453
fra,2002,28981.336,30822.098,59803.434,109.219
fra,2003,29185.689,31065.902,60251.591,110.037
fra,2004,29391.805,31306.172,60697.977,110.852
fra,2005,29590.144,31529.984,61120.128,111.623
fra,2006,29776.778,31732.146,61508.924,112.333
fra,2007,29953.45,31915.779,61869.229,112.991
fra,2008,30122.923,32086.284,62209.207,113.612
fra,2009,30290.247,32252.636,62542.883,114.222
fra,2010,30458.539,32420.996,62879.535,114.837
fra,2011,30629.188,32593.041,63222.229,115.462
fra,2012,30799.056,32765.168,63564.224,116.087
fra,2013,30961.448,32932.073,63893.521,116.688
fra,2014,31107.343,33086.207,64193.55,117.236
fra,2015,31230.758,33222.436,64453.194,117.71
fra,2016,31328.637,33338.953,64667.59,118.102
fra,2017,31404.236,33438.277,64842.513,118.421
fra,2018,31465.65,33524.862,64990.512,118.692
fra,2019,31524.494,33605.237,65129.731,118.946
fra,2020,31589.195,33684.317,65273.512,119.209
fra,2021,31662.586,33763.591,65426.177,119.487
fra,2022,31742.312,33842.202,65584.514,119.777
guf,1998,78.57,72.675,151.245,1.84
guf,1999,81.32,75.491,156.811,1.908
guf,2000,84.222,78.941,163.163,1.985
guf,2001,87.281,83.162,170.443,2.074
guf,2002,90.503,88.045,178.548,2.172
guf,2003,93.83,93.196,187.026,2.275
guf,2004,97.191,98.114,195.305,2.376
guf,2005,100.557,102.416,202.973,2.469
guf,2006,103.91,105.981,209.891,2.553
guf,2007,107.252,108.93,216.182,2.63
guf,2008,110.528,111.469,221.997,2.701
guf,2009,113.612,113.93,227.542,2.768
guf,2010,116.453,116.543,232.996,2.835
guf,2011,119.004,119.379,238.383,2.9
guf,2012,121.317,122.35,243.667,2.964
guf,2013,123.574,125.475,249.049,3.03
guf,2014,126.027,128.753,254.78,3.1
guf,2015,128.863,132.145,261.008,3.175
guf,2016,132.14,135.684,267.824,3.258
guf,2017,135.804,139.385,275.189,3.348
guf,2018,139.739,143.197,282.936,3.442
guf,2019,143.766,147.057,290.823,3.538
guf,2020,147.75,150.932,298.682,3.634
guf,2021,151.662,154.788,306.45,3.728
guf,2022,155.529,158.64,314.169,3.822
pyf,1998,119.55,112.012,231.562,63.268
pyf,1999,121.715,114.502,236.217,64.54
pyf,2000,123.817,116.864,240.681,65.76
pyf,2001,125.85,119.079,244.929,66.92
pyf,2002,127.798,121.178,248.976,68.026
pyf,2003,129.624,123.083,252.707,69.046
pyf,2004,131.242,124.753,255.995,69.944
pyf,2005,132.626,126.154,258.78,70.705
pyf,2006,133.746,127.261,261.007,71.313
pyf,2007,134.628,128.089,262.717,71.781
pyf,2008,135.317,128.747,264.064,72.149
pyf,2009,135.885,129.371,265.256,72.474
pyf,2010,136.4,130.049,266.449,72.8
pyf,2011,136.865,130.837,267.702,73.143
pyf,2012,137.29,131.705,268.995,73.496
pyf,2013,137.701,132.631,270.332,73.861
pyf,2014,138.151,133.562,271.713,74.239
pyf,2015,138.667,134.452,273.119,74.623
pyf,2016,139.274,135.302,274.576,75.021
pyf,2017,139.968,136.14,276.108,75.439
pyf,2018,140.712,136.961,277.673,75.867
pyf,2019,141.492,137.793,279.285,76.307
pyf,2020,142.261,138.643,280.904,76.75
pyf,2021,143.022,139.512,282.534,77.195
pyf,2022,143.774,140.386,284.16,77.639
gab,1998,579.481,590.58,1170.061,4.541
gab,1999,594.851,604.207,1199.058,4.653
gab,2000,610.303,618.056,1228.359,4.767
gab,2001,625.813,632.195,1258.008,4.882
gab,2002,641.57,646.74,1288.31,5
gab,2003,658.047,661.899,1319.946,5.123
gab,2004,675.829,677.959,1353.788,5.254
gab,2005,695.394,695.156,1390.55,5.397
gab,2006,716.732,713.412,1430.144,5.55
gab,2007,739.772,732.793,1472.565,5.715
gab,2008,764.788,753.75,1518.538,5.893
gab,2009,792.07,776.855,1568.925,6.089
gab,2010,821.716,802.43,1624.146,6.303
gab,2011,853.93,830.699,1684.629,6.538
gab,2012,888.349,861.328,1749.677,6.79
gab,2013,923.796,893.274,1817.07,7.052
gab,2014,958.672,925.129,1883.801,7.311
gab,2015,991.831,955.859,1947.69,7.559
gab,2016,1022.809,985.073,2007.882,7.792
gab,2017,1051.835,1012.977,2064.812,8.013
gab,2018,1079.376,1039.899,2119.275,8.225
gab,2019,1106.192,1066.386,2172.578,8.432
gab,2020,1132.854,1092.874,2225.728,8.638
gab,2021,1159.442,1119.387,2278.829,8.844
gab,2022,1185.763,1145.769,2331.532,9.049
gmb,1998,617.814,620.31,1238.124,122.344
gmb,1999,636.611,640.507,1277.118,126.197
gmb,2000,656.267,661.441,1317.708,130.208
gmb,2001,676.893,683.177,1360.07,134.394
gmb,2002,698.482,705.781,1404.263,138.761
gmb,2003,720.852,729.073,1449.925,143.273
gmb,2004,743.719,752.805,1496.524,147.878
gmb,2005,766.917,776.828,1543.745,152.544
gmb,2006,790.378,801.066,1591.444,157.257
gmb,2007,814.219,825.627,1639.846,162.04
gmb,2008,838.605,850.683,1689.288,166.926
gmb,2009,863.777,876.5,1740.277,171.964
gmb,2010,889.92,903.279,1793.199,177.194
gmb,2011,917.082,931.06,1848.142,182.623
gmb,2012,945.203,959.817,1905.02,188.243
gmb,2013,974.246,989.462,1963.708,194.042
gmb,2014,1004.095,1019.942,2024.037,200.004
gmb,2015,1034.7,1051.16,2085.86,206.113
gmb,2016,1066.028,1083.106,2149.134,212.365
gmb,2017,1098.096,1115.804,2213.9,218.765
gmb,2018,1130.877,1149.215,2280.092,225.306
gmb,2019,1164.364,1183.332,2347.696,231.986
gmb,2020,1198.54,1218.124,2416.664,238.801
gmb,2021,1233.376,1253.561,2486.937,245.745
gmb,2022,1268.854,1289.639,2558.493,252.816
geo,1998,2168.792,2406.604,4575.396,65.843
geo,1999,2114.882,2341.77,4456.652,64.134
geo,2000,2072.239,2289.945,4362.184,62.774
geo,2001,2043.17,2253.811,4296.981,61.836
geo,2002,2026.633,2231.94,4258.573,61.283
geo,2003,2018.72,2220.21,4238.93,61.001
geo,2004,2013.546,2212.265,4225.811,60.812
